"uai","nom","code_nature","nom_nature","nom_secteur","adresse","complement","code_postal","code_pays","nom_pays","code_commune","nom_commune","date_ouverture"
"1010001C","Lycée français Prins Henrik de Copenhague","304","Lycée français à l'étranger","Privé","Frederiksberg Allé 22A","COPENHAGUE","1820","DK","Danemark","0","FREDERIKSBERG","01/01/1983"
"1010002D","Ecole européenne de Copenhague, Danemark","305","Ecole européenne- des réseaux groupements des GESBF et SEFFECSA","Public","COPENHAGUE","","","DK","Danemark","","","10/09/2019"
