"uai","nom","code_nature","nom_nature","nom_secteur","adresse","complement","code_postal","code_pays","nom_pays","code_commune","nom_commune","date_ouverture"
"2360001U","Taipei European School - Lycée Français de Taipei","364","Collège français à l'étranger","Privé","727, Wen Lin Road","Shihlin District","11159","TW","Taïwan","0","TAIPEI","01/09/1989"
"2360003W","Lycée International Français de Taipei","154","Ecole primaire française à l'étranger","Privé","","","","TW","Taïwan","","","01/09/2023"
